"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
808959,"Murakami, Munetaka",470,0.9003831417624522,279,"75.289536319",0.5553191489361702,0.32974910394265233,0.19574468085106383,0.23655913978494625,0.14042553191489363,"7.894414745",16,-5.350190147604743,191,0.40638297872340423,131,0.27872340425531916
670042,"Raley, Luke",508,0.9039145907473309,313,"75.282341673",0.5728346456692913,0.3035143769968051,0.18700787401574803,0.18849840255591055,0.11614173228346457,"7.287396417",10,-11.204450036295489,195,0.3838582677165354,155,0.3051181102362205
669127,"Langeliers, Shea",651,0.9130434782608695,465,"75.237868817",0.5376344086021506,0.3247311827956989,0.23195084485407066,0.17849462365591398,0.12749615975422426,"7.247590676",2,-4.395628683545245,186,0.2857142857142857,239,0.3671274961597542
669065,"Stowers, Kyle",600,0.9063444108761329,407,"75.204132767",0.5366666666666666,0.29975429975429974,0.20333333333333334,0.20393120393120392,0.13833333333333334,"6.787910867",21,-10.40647609034329,193,0.32166666666666666,186,0.31
545361,"Trout, Mike",567,0.9028662420382165,447,"75.099059136",0.5343915343915344,0.28187919463087246,0.2222222222222222,0.174496644295302,0.13756613756613756,"7.498957231",12,-5.69063518569829,120,0.21164021164021163,198,0.3492063492063492
680776,"Duran, Jarren",676,0.9025367156208278,466,"75.045187337",0.5029585798816567,0.26394849785407726,0.1819526627218935,0.1609442060085837,0.11094674556213018,"7.602108077",20,-30.187834812595547,210,0.3106508875739645,237,0.3505917159763314
624585,"Soler, Jorge",589,0.9047619047619048,380,"74.979206808",0.5178268251273345,0.25263157894736843,0.16298811544991512,0.15263157894736842,0.09847198641765705,"7.901170034",6,-14.921688103488066,209,0.3548387096774194,179,0.30390492359932086
683146,"Baty, Brett",592,0.9038167938931297,437,"74.975247264",0.5422297297297298,0.2791762013729977,0.20608108108108109,0.14645308924485126,0.10810810810810811,"7.404972872",17,-19.854831188822512,155,0.26182432432432434,207,0.34966216216216217
621566,"Olson, Matt",788,0.9057471264367816,615,"74.932916117",0.5139593908629442,0.2975609756097561,0.23223350253807107,0.1886178861788618,0.14720812182741116,"7.568019797",17,-1.1355378018618418,173,0.21954314720812182,279,0.35406091370558374
683357,"Caissie, Owen",422,0.9017094017094017,279,"74.921130142",0.5379146919431279,0.2903225806451613,0.19194312796208532,0.17562724014336917,0.11611374407582939,"7.101318578",14,-2.4274536692377278,143,0.33886255924170616,123,0.2914691943127962
686948,"Baldwin, Drake",616,0.9045521292217328,480,"74.909880146",0.5194805194805194,0.31875,0.2483766233766234,0.19166666666666668,0.14935064935064934,"7.294074984",14,-2.345341911448001,136,0.22077922077922077,225,0.3652597402597403
663728,"Raleigh, Cal",629,0.9011461318051576,451,"74.860787997",0.5230524642289348,0.19955654101995565,0.14308426073131955,0.09534368070953436,0.06836248012718601,"7.883501765",15,-32.31288754563031,178,0.28298887122416533,164,0.26073131955484896
671739,"Harris II, Michael",698,0.9064935064935065,533,"74.83215053",0.49283667621776495,0.3133208255159475,0.23925501432664756,0.21200750469043153,0.16189111747851004,"8.176913968",12,0.8224647717842242,165,0.23638968481375358,264,0.37822349570200575
691718,"Crow-Armstrong, Pete",768,0.9003516998827668,588,"74.772623125",0.5052083333333335,0.27721088435374147,0.21223958333333334,0.1649659863945578,0.12630208333333334,"7.398736458",34,8.81944023199732,180,0.234375,250,0.3255208333333333
606466,"Marte, Ketel",683,0.9131016042780749,546,"74.766507262",0.4568081991215227,0.33516483516483514,0.2679355783308931,0.1978021978021978,0.1581259150805271,"7.737751054",8,-10.3744598687882,137,0.2005856515373353,308,0.45095168374816985
668904,"Lewis, Royce",479,0.900375939849624,329,"74.748268518",0.5135699373695197,0.2917933130699088,0.20041753653444677,0.1580547112462006,0.10855949895615867,"8.01920929",8,-12.339024393244236,150,0.31315240083507306,172,0.35908141962421714
660271,"Ohtani, Shohei",681,0.9067909454061251,483,"74.693410573",0.4933920704845815,0.39337474120082816,0.2790014684287812,0.21325051759834368,0.1512481644640235,"7.885733744",9,-3.3553221035318224,198,0.2907488986784141,253,0.37151248164464024
686527,"Canzone, Dominic",455,0.904572564612326,331,"74.680977033",0.47472527472527476,0.3806646525679758,0.27692307692307694,0.2175226586102719,0.15824175824175823,"7.403095077",9,-4.143095243412842,124,0.2725274725274725,185,0.4065934065934066
624413,"Alonso, Pete",739,0.9067484662576687,547,"74.667811962",0.47767253044654956,0.3217550274223035,0.2381596752368065,0.21389396709323583,0.15832205683355885,"7.19288931",15,-10.031607964760305,192,0.2598105548037889,259,0.35047361299052776
694212,"Basallo, Samuel",547,0.9041322314049587,388,"74.652811207",0.47531992687385743,0.31958762886597936,0.226691042047532,0.18814432989690721,0.13345521023765997,"7.62466713",16,-6.086620261890802,159,0.2906764168190128,194,0.3546617915904936
592518,"Machado, Manny",700,0.9032258064516129,526,"74.642214314",0.44571428571428573,0.30228136882129275,0.22714285714285715,0.1634980988593156,0.12285714285714286,"7.874759371",18,-17.550508918702434,174,0.24857142857142858,263,0.3757142857142857
694192,"Chourio, Jackson",505,0.9050179211469535,402,"74.639215584",0.4811881188118811,0.32338308457711445,0.25742574257425743,0.17412935323383086,0.13861386138613863,"7.344170297",9,1.6024400994105508,103,0.20396039603960395,195,0.38613861386138615
572233,"Walker, Christian",752,0.8995215311004785,557,"74.429749096",0.44680851063829785,0.2764811490125673,0.2047872340425532,0.15978456014362658,0.11835106382978723,"7.427326011",29,-13.312918716363157,195,0.25930851063829785,270,0.35904255319148937
691016,"Soderstrom, Tyler",546,0.9054726368159204,437,"74.399936612",0.44322344322344315,0.30434782608695654,0.24358974358974358,0.17848970251716248,0.14285714285714285,"7.486269011",10,-13.884679457252211,109,0.19963369963369965,227,0.4157509157509158
683002,"Henderson, Gunnar",815,0.902547065337763,631,"74.384309534",0.4441717791411045,0.294770206022187,0.2282208588957055,0.1473851030110935,0.11411042944785275,"7.311045669",16,-15.380808263448712,184,0.22576687116564417,302,0.37055214723926383
666160,"Moniak, Mickey",453,0.9023904382470119,339,"74.382964084",0.47461368653421654,0.31268436578171094,0.23399558498896247,0.13569321533923304,0.10154525386313466,"7.820158764",7,9.9797316662571,114,0.25165562913907286,165,0.36423841059602646
547180,"Harper, Bryce",782,0.9030023094688222,547,"74.346852212",0.48081841432225075,0.29981718464351004,0.20971867007672634,0.16819012797074953,0.11764705882352941,"7.394558926",7,-10.809718643506903,235,0.30051150895140666,267,0.3414322250639386
657757,"Sheets, Gavin",539,0.9028475711892797,444,"74.344483377",0.4582560296846011,0.2545045045045045,0.20964749536178107,0.11036036036036036,0.09090909090909091,"7.725356549",18,-12.877817450104482,95,0.17625231910946196,212,0.39332096474953615
682626,"Alvarez, Francisco",435,0.90625,308,"74.201249011",0.44137931034482747,0.3116883116883117,0.2206896551724138,0.19480519480519481,0.13793103448275862,"7.243027011",9,-4.100159464801699,127,0.29195402298850576,155,0.3563218390804598
621439,"Buxton, Byron",605,0.9029850746268657,434,"74.189188364",0.41157024793388425,0.3087557603686636,0.22148760330578512,0.1728110599078341,0.12396694214876033,"7.979395405",14,-2.1798479988333166,171,0.28264462809917357,221,0.3652892561983471
678246,"Vargas, Miguel",699,0.9066147859922179,565,"74.131421874",0.45064377682403434,0.336283185840708,0.2718168812589413,0.1752212389380531,0.14163090128755365,"7.754368856",3,-11.10014982861517,134,0.1917024320457797,278,0.3977110157367668
